Trajectory ID,SMILES,Molality,Monomer Molecular Weight,Degree of Polymerization,Density,CONDUCTIVITY,TFSI Diffusivity,Li Diffusivity,Poly Diffusivity,Transference Number
24153,CN(CCCOC(=O)*)C(=O)CN*,1.41E+00,4.33E+02,1.70E+01,1.36E+00,5.26E-05,1.53E-08,1.20E-08,1.32E-08,3.59E-01
24154,CC(C(=O)O)C(=O)NC(CO*)COC(=O)*,1.47E+00,4.78E+02,2.60E+01,1.50E+00,4.00E-05,1.10E-08,1.13E-08,8.34E-09,3.12E-01
24155,COC(CN*)C(=O)NCCCOC(=O)*,1.39E+00,4.63E+02,1.60E+01,1.36E+00,7.70E-05,2.97E-08,1.58E-08,1.70E-08,1.72E-01
24156,CC(CN(CCOC(=O)*)CC(=O)O)O*,1.43E+00,4.64E+02,1.90E+01,1.40E+00,5.52E-05,1.97E-08,1.65E-08,2.09E-08,8.90E-02
24157,O=C(*)OCC(CO*)NC(=O)C(=O)O,1.44E+00,4.50E+02,2.60E+01,1.62E+00,6.39E-05,1.23E-08,1.69E-08,8.44E-09,3.39E-01
24158,COC(=O)CCN(C)CC(COC(=O)*)O*,1.48E+00,4.78E+02,3.10E+01,1.36E+00,1.05E-04,4.02E-08,2.39E-08,2.43E-08,1.66E-01
24159,CC(CO*)(COC(=O)*)NC(=O)CC(=O)O,1.47E+00,4.78E+02,2.60E+01,1.50E+00,4.35E-05,1.12E-08,1.37E-08,9.80E-09,5.17E-01
24160,CC(=O)NCC(=O)NCC(COC(=O)*)O*,1.49E+00,4.77E+02,3.10E+01,1.47E+00,3.57E-05,1.08E-08,4.85E-09,5.06E-09,1.42E-01
24161,O=C(CCOC(=O)*)NCCO*,1.41E+00,4.20E+02,1.70E+01,1.46E+00,9.17E-05,1.71E-08,1.69E-08,1.25E-08,3.87E-01
24162,COC(CNC(=O)*)CC(=O)NCCCO*,1.49E+00,4.77E+02,1.40E+01,1.35E+00,4.48E-05,1.39E-08,1.13E-08,1.24E-08,2.78E-01
24163,CCC(C)C(OC(=O)*)C(C)O*,1.45E+00,4.19E+02,3.10E+01,1.20E+00,2.14E-05,3.47E-08,1.60E-08,1.37E-08,-3.52E-01
24164,CC(N*)C(OC(=O)*)C(F)(F)F,1.35E+00,4.30E+02,3.10E+01,1.54E+00,4.56E-05,3.79E-08,2.54E-08,1.49E-08,-4.14E-01
24165,CC(C)(CCO*)CCOC(=O)*,1.50E+00,4.19E+02,1.90E+01,1.24E+00,4.65E-05,2.84E-08,1.79E-08,2.37E-08,2.33E-01
24166,COCC(COC)NCC(CO*)OC(=O)*,1.46E+00,4.80E+02,3.10E+01,1.29E+00,6.15E-05,2.50E-08,1.73E-08,2.33E-08,3.55E-01
24167,CCOC(=O)CN(C)CC(CO*)OC(=O)*,1.48E+00,4.78E+02,3.10E+01,1.33E+00,4.73E-05,3.20E-08,1.70E-08,2.21E-08,-6.48E-02
24168,COC(=O)CN(CCO*)CC(C)OC(=O)*,1.34E+00,4.78E+02,1.90E+01,1.32E+00,1.07E-04,3.63E-08,3.12E-08,3.15E-08,3.55E-01
24169,CC(=O)CCC(=O)NC(CO*)COC(=O)*,1.48E+00,4.76E+02,2.60E+01,1.42E+00,8.38E-05,2.38E-08,1.37E-08,1.56E-08,1.48E-01
24170,CC(CNC(=O)CO*)OC(=O)*,1.49E+00,4.20E+02,1.90E+01,1.44E+00,5.40E-05,1.07E-08,9.04E-09,9.18E-09,2.36E-01
24171,COCC(=O)NCC(CN*)OC(=O)*,1.42E+00,4.49E+02,3.10E+01,1.42E+00,7.80E-05,1.89E-08,1.43E-08,1.04E-08,1.76E-01
24172,CC(CC(=O)NCCOC(=O)*)O*,1.40E+00,4.34E+02,1.70E+01,1.39E+00,1.09E-04,3.15E-08,1.49E-08,1.33E-08,2.23E-01
24173,CCC(=O)NCC(CN*)OC(=O)*,1.33E+00,4.33E+02,3.10E+01,1.36E+00,8.50E-05,2.45E-08,1.48E-08,8.39E-09,2.28E-01
24174,CNCCCC(=O)NCC(COC(=O)*)O*,1.49E+00,4.77E+02,3.10E+01,1.36E+00,9.75E-05,2.40E-08,2.25E-08,1.15E-08,3.94E-01
24175,CC(C)(OC(=O)*)C(=O)NCCOCCO*,1.48E+00,4.78E+02,1.40E+01,1.35E+00,1.25E-04,2.85E-08,1.69E-08,1.66E-08,2.38E-01
24176,CCOC=CC(CNC(=O)*)(O*)C(F)(F)F,1.43E+00,4.86E+02,3.10E+01,1.47E+00,4.49E-05,2.23E-08,1.79E-08,1.29E-08,-3.27E-01
24177,NS(=O)(=O)NC(CO*)COC(=O)*,1.39E+00,4.57E+02,2.60E+01,1.71E+00,1.86E-05,9.46E-09,4.49E-09,6.06E-09,8.22E-02
24178,N#CCNCC(CO*)OC(=O)*,1.47E+00,4.17E+02,3.10E+01,1.43E+00,6.34E-05,2.16E-08,1.32E-08,1.18E-08,1.91E-01
24179,COC(=O)CC(C)NCC(CO*)OC(=O)*,1.48E+00,4.78E+02,3.10E+01,1.35E+00,5.24E-05,2.64E-08,1.81E-08,1.93E-08,1.38E-01
24180,O=C(CCS)NCC(COC(=O)*)O*,1.30E+00,4.66E+02,3.10E+01,1.48E+00,5.57E-05,1.83E-08,8.16E-09,1.04E-08,-1.20E-01
24181,COCC(CCO*)NC(=O)C(C)OC(=O)*,1.49E+00,4.78E+02,1.70E+01,1.36E+00,7.38E-05,2.22E-08,2.07E-08,1.38E-08,2.95E-01
24182,CC(CNC(=O)C(C)NC(=O)*)N*,1.38E+00,4.32E+02,1.90E+01,1.36E+00,3.75E-05,1.01E-08,6.65E-09,4.57E-09,3.48E-01
24183,O=C(*)NC(CO*)C(=O)NCC(F)(F)F,1.26E+00,4.73E+02,3.10E+01,1.63E+00,3.78E-05,1.80E-08,7.20E-09,5.08E-09,-1.08E-01
24184,COC(=O)C(CCOC(=O)*)OCCO*,1.43E+00,4.65E+02,1.70E+01,1.38E+00,1.03E-04,3.95E-08,1.83E-08,2.50E-08,1.33E-01
24185,CCNC(=O)CNC(CO*)COC(=O)*,1.35E+00,4.63E+02,2.60E+01,1.37E+00,6.57E-05,2.29E-08,1.47E-08,1.14E-08,2.76E-01
24186,CCC(CNC(=O)COC(=O)*)O*,1.37E+00,4.34E+02,1.90E+01,1.39E+00,8.62E-05,3.49E-08,1.10E-08,1.47E-08,-8.26E-02
24187,COCCS(=O)(=O)CC(CO*)OC(=O)*,1.43E+00,4.85E+02,3.10E+01,1.50E+00,3.58E-05,1.55E-08,1.02E-08,1.47E-08,-9.57E-02
24188,COC(=O)CCNC(CO*)COC(=O)*,1.34E+00,4.64E+02,2.60E+01,1.38E+00,6.19E-05,3.27E-08,1.38E-08,2.36E-08,1.24E-01
24189,CC=CC(CC(C)O*)OC(=O)*,1.36E+00,4.17E+02,2.60E+01,1.22E+00,5.93E-05,4.14E-08,2.64E-08,2.92E-08,-4.48E-02
24190,CCN(CC(=O)OC)CC(COC(=O)*)O*,1.48E+00,4.78E+02,3.10E+01,1.34E+00,5.55E-05,3.43E-08,1.75E-08,2.73E-08,-1.08E-01
24191,C#CC(=O)NCC(CO*)OC(=O)*,1.35E+00,4.30E+02,3.10E+01,1.48E+00,6.35E-05,1.83E-08,1.04E-08,8.16E-09,2.98E-01
24192,CC(CCOC(=O)*)NC(=O)CN*,1.41E+00,4.33E+02,1.70E+01,1.36E+00,6.34E-05,1.72E-08,1.22E-08,7.74E-09,3.21E-01
24193,O=C(*)NCC(F)(F)CNC(=O)CN*,1.37E+00,4.54E+02,1.70E+01,1.59E+00,7.82E-05,1.51E-08,1.27E-08,9.86E-09,2.48E-01
24194,COCCCC(=O)NC(CO*)COC(=O)*,1.47E+00,4.78E+02,2.60E+01,1.37E+00,8.46E-05,3.48E-08,1.60E-08,1.58E-08,-1.12E-02
24195,COCC(NC(=O)*)C(=O)N(C)CCO*,1.43E+00,4.63E+02,1.90E+01,1.37E+00,5.65E-05,1.88E-08,1.89E-08,1.19E-08,3.68E-01
24196,CC(C)NC(=O)CNC(CO*)COC(=O)*,1.47E+00,4.77E+02,2.60E+01,1.33E+00,5.72E-05,1.90E-08,1.38E-08,1.07E-08,3.59E-01
24197,CCNC(=O)CN(C)CC(CO*)OC(=O)*,1.49E+00,4.77E+02,3.10E+01,1.34E+00,6.92E-05,2.61E-08,8.41E-09,8.80E-09,7.28E-02
24198,CC(=O)C(=O)NCC(COC(=O)*)O*,1.43E+00,4.48E+02,3.10E+01,1.51E+00,2.89E-05,1.17E-08,8.06E-09,9.14E-09,-1.69E-02
24199,CC(C(=O)O)N(C)CC(COC(=O)*)O*,1.32E+00,4.64E+02,3.10E+01,1.37E+00,3.64E-05,1.71E-08,1.14E-08,1.31E-08,-1.62E-01
24200,COC(=O)NCC(COC(=O)*)O*,1.31E+00,4.36E+02,3.10E+01,1.46E+00,5.99E-05,2.43E-08,1.72E-08,1.52E-08,2.61E-01
24201,O=C(*)NCCNC(=O)CCO*,1.41E+00,4.19E+02,1.70E+01,1.43E+00,6.60E-05,1.41E-08,1.21E-08,7.92E-09,3.67E-01
24202,CC(CO*)NC(=O)COC(=O)*,1.49E+00,4.20E+02,1.90E+01,1.44E+00,5.81E-05,1.81E-08,1.05E-08,9.91E-09,2.65E-01
24203,CC(CN(C)CC(COC(=O)*)O*)C(=O)O,1.48E+00,4.78E+02,3.10E+01,1.36E+00,4.65E-05,2.83E-08,1.91E-08,1.27E-08,1.16E-01
24204,CN(CCNC(=O)CCOC(=O)*)CCO*,1.47E+00,4.77E+02,1.30E+01,1.34E+00,1.13E-04,2.93E-08,1.77E-08,2.27E-08,2.81E-01
24205,CCC(=O)NCC(COC(=O)*)O*,1.32E+00,4.34E+02,3.10E+01,1.38E+00,1.21E-04,4.16E-08,2.20E-08,1.50E-08,2.71E-01
24206,O=C(O)CC(O*)C(=O)OCCOC(=O)*,1.42E+00,4.65E+02,1.90E+01,1.55E+00,3.49E-05,1.34E-08,1.51E-08,9.26E-09,1.92E-01
24207,O=C(O)CN(CCCO*)CCOC(=O)*,1.44E+00,4.64E+02,1.70E+01,1.41E+00,3.24E-05,1.70E-08,1.26E-08,1.86E-08,1.78E-01
24208,CC(N*)C(=O)NC(COC(=O)*)C(N)=O,1.44E+00,4.62E+02,1.90E+01,1.50E+00,7.46E-05,1.46E-08,1.22E-08,5.86E-09,2.24E-01
24209,CC(CNC(=O)COC(=O)*)CO*,1.40E+00,4.34E+02,1.70E+01,1.39E+00,7.17E-05,1.72E-08,1.14E-08,1.01E-08,2.97E-01
24210,CC(O*)C(=O)NCC(OC(=O)*)C(N)=O,1.44E+00,4.63E+02,1.90E+01,1.51E+00,5.71E-05,1.00E-08,7.73E-09,7.96E-09,2.89E-01
24211,CCOC(=O)CCNC(CO*)COC(=O)*,1.47E+00,4.78E+02,2.60E+01,1.35E+00,5.66E-05,3.38E-08,2.28E-08,2.44E-08,3.21E-01
24212,COCC(=O)NCC(CO*)OC(=O)*,1.41E+00,4.50E+02,3.10E+01,1.44E+00,1.11E-04,4.35E-08,1.13E-08,1.08E-08,-1.74E-01
24213,CC(CC(=O)NCC(OC(=O)*)C(N)=O)N*,1.36E+00,4.76E+02,1.70E+01,1.44E+00,5.75E-05,1.46E-08,8.72E-09,9.43E-09,1.96E-01
24214,CC(O*)C(=O)NC(COC(=O)*)C(N)=O,1.44E+00,4.63E+02,1.90E+01,1.50E+00,5.07E-05,1.27E-08,8.09E-09,4.83E-09,1.02E-01
24215,O=C(*)OCC(CNC(=O)C(=O)O)O*,1.41E+00,4.50E+02,3.10E+01,1.62E+00,5.87E-05,2.05E-08,1.19E-08,9.16E-09,2.27E-02
24216,CCC(CO*)(COC(=O)*)NC(=O)COC,1.47E+00,4.78E+02,2.60E+01,1.37E+00,4.59E-05,1.92E-08,9.12E-09,8.65E-09,-3.46E-02
24217,CC(NC(=O)*)C(=O)NCCNCCO*,1.46E+00,4.62E+02,1.40E+01,1.36E+00,7.95E-05,1.48E-08,1.75E-08,1.01E-08,3.66E-01
24218,CN(C)CC(C)(CNC(=O)COC(=O)*)O*,1.34E+00,4.77E+02,1.90E+01,1.31E+00,4.40E-05,1.46E-08,6.96E-09,7.98E-09,2.56E-01
24219,CN(CCNC(=O)COC(=O)*)CCO*,1.46E+00,4.63E+02,1.40E+01,1.37E+00,1.65E-04,4.40E-08,1.67E-08,2.64E-08,1.41E-01
24220,CCOC(=O)CNC(=O)C(COC(=O)*)N*,1.49E+00,4.77E+02,3.10E+01,1.45E+00,5.83E-05,2.08E-08,1.27E-08,8.74E-09,-1.95E-01
24221,CCN(CC(=O)O)CC(COC(=O)*)O*,1.32E+00,4.64E+02,3.10E+01,1.40E+00,4.48E-05,2.28E-08,1.62E-08,1.93E-08,-5.71E-02
24222,CC(CN(CCO*)C(=O)C(=O)O)OC(=O)*,1.34E+00,4.78E+02,1.90E+01,1.47E+00,2.02E-05,1.00E-08,6.19E-09,9.23E-09,3.14E-01
24223,N#CCC(=O)NC(CO*)COC(=O)*,1.48E+00,4.45E+02,2.60E+01,1.51E+00,7.34E-05,1.46E-08,1.48E-08,9.68E-09,3.64E-01
24224,CC(CNC(=O)CCNC(=O)*)N*,1.42E+00,4.32E+02,1.70E+01,1.38E+00,5.40E-05,1.14E-08,1.16E-08,7.81E-09,4.05E-01
24225,CCS(=O)(=O)N(C)CC(COC(=O)*)O*,1.44E+00,4.84E+02,3.10E+01,1.46E+00,5.61E-05,2.68E-08,9.85E-09,2.05E-08,-1.54E-01
24226,COCCC(=O)NC(C)(CO*)COC(=O)*,1.47E+00,4.78E+02,2.60E+01,1.36E+00,6.94E-05,2.32E-08,1.07E-08,1.18E-08,2.11E-01
24227,COCC(NC(=O)*)C(=O)NCCN*,1.39E+00,4.48E+02,1.90E+01,1.42E+00,3.60E-05,1.03E-08,5.98E-09,6.41E-09,2.66E-01
24228,CC(NCC(OC(=O)*)C(N)=O)C(C)O*,1.43E+00,4.63E+02,1.90E+01,1.37E+00,3.77E-05,1.12E-08,7.10E-09,6.50E-09,2.07E-01
24229,CCCC(CN*)NC(=O)*,1.39E+00,3.89E+02,3.10E+01,1.26E+00,4.50E-05,1.68E-08,8.98E-09,6.80E-09,4.56E-02
24230,CC(C)(O*)C(=O)NC(COC(=O)*)C(N)=O,1.34E+00,4.77E+02,1.90E+01,1.45E+00,6.43E-05,1.89E-08,9.82E-09,6.15E-09,2.23E-01
24231,CNC(=O)CSCC(COC(=O)*)O*,1.30E+00,4.66E+02,3.10E+01,1.47E+00,5.76E-05,1.46E-08,9.70E-09,9.57E-09,2.71E-01
24232,O=C(O)CC(=O)NCC(COC(=O)*)O*,1.32E+00,4.64E+02,3.10E+01,1.56E+00,5.55E-05,1.26E-08,1.18E-08,9.91E-09,8.88E-02
24233,CC(CCNC(=O)COC(=O)*)O*,1.40E+00,4.34E+02,1.70E+01,1.39E+00,8.07E-05,2.01E-08,1.42E-08,1.20E-08,2.84E-01
24234,O=C(*)OCCCN(CCO*)C(=O)C(=O)O,1.49E+00,4.78E+02,1.70E+01,1.50E+00,4.02E-05,1.58E-08,1.60E-08,1.46E-08,3.68E-02
24235,COC(CN*)CC(=O)NCCNC(=O)*,1.40E+00,4.62E+02,1.60E+01,1.38E+00,5.08E-05,1.15E-08,9.10E-09,9.71E-09,4.07E-01
24236,COC(C)C(=O)NC(C)(CO*)COC(=O)*,1.47E+00,4.78E+02,2.60E+01,1.35E+00,5.03E-05,1.94E-08,1.39E-08,1.19E-08,1.98E-01
24237,O=C(*)NCCS(=O)(=O)NCCN*,1.37E+00,4.54E+02,1.70E+01,1.57E+00,7.24E-05,1.23E-08,1.08E-08,1.03E-08,2.57E-01
24238,COCC(N*)C(=O)N(C)CCCOC(=O)*,1.50E+00,4.77E+02,1.70E+01,1.34E+00,4.88E-05,1.54E-08,1.18E-08,1.19E-08,4.37E-01
24239,CC(COC(=O)*)CN(CCO*)CC(F)F,1.45E+00,4.84E+02,1.70E+01,1.37E+00,6.23E-05,2.92E-08,2.39E-08,2.75E-08,1.29E-01
24240,COCC(CNC(=O)C(C)OC(=O)*)O*,1.43E+00,4.64E+02,1.90E+01,1.38E+00,1.58E-04,5.21E-08,2.45E-08,1.82E-08,-1.74E-01
24241,C#CC(=O)NC(CO*)COC(=O)*,1.41E+00,4.30E+02,2.60E+01,1.48E+00,4.34E-05,1.30E-08,5.56E-09,8.20E-09,1.91E-01
24242,CC(C(=O)O)C(=O)NCC(COC(=O)*)O*,1.48E+00,4.78E+02,3.10E+01,1.49E+00,5.73E-05,1.97E-08,1.37E-08,8.71E-09,-1.74E-01
24243,CCN(CCNC(=O)COC(=O)*)CCO*,1.49E+00,4.77E+02,1.40E+01,1.35E+00,1.03E-04,3.32E-08,1.60E-08,1.74E-08,2.80E-01
24244,CC(C)C(NCC(COC(=O)*)O*)C(N)=O,1.49E+00,4.77E+02,3.10E+01,1.35E+00,6.78E-05,1.53E-08,1.39E-08,8.77E-09,1.48E-01
24245,CC(CN(CCOC(=O)*)CC(N)=O)O*,1.43E+00,4.63E+02,1.90E+01,1.38E+00,5.15E-05,1.07E-08,9.90E-09,1.09E-08,3.52E-01
24246,CCCCOC(=O)C(C)(CO*)COC(=O)*,1.47E+00,4.77E+02,2.60E+01,1.27E+00,2.20E-05,2.13E-08,1.51E-08,1.56E-08,-5.89E-01
24247,CC(CNC(=O)CCO*)OC(=O)*,1.40E+00,4.34E+02,1.70E+01,1.39E+00,2.60E-05,1.00E-08,5.86E-09,5.62E-09,3.00E-01
24248,CNC(=O)C(N*)C(C)(C)OC(=O)*,1.33E+00,4.33E+02,3.10E+01,1.35E+00,2.88E-05,1.40E-08,8.01E-09,3.59E-09,2.11E-01
24249,CC(CO*)(COC(=O)*)C(=O)OCC(N)=O,1.47E+00,4.78E+02,2.60E+01,1.48E+00,4.96E-05,1.08E-08,1.17E-08,1.03E-08,3.24E-01
24250,CC(COC(=O)*)CSC(C)CO*,1.39E+00,4.51E+02,1.70E+01,1.31E+00,1.07E-04,5.43E-08,3.40E-08,4.24E-08,2.04E-02
24251,COCCNC(=O)NC(CO*)COC(=O)*,1.46E+00,4.79E+02,2.60E+01,1.43E+00,1.42E-04,2.93E-08,2.18E-08,1.84E-08,3.25E-01
24252,O=C(*)OCC(CO*)NCCF,1.46E+00,4.24E+02,2.60E+01,1.41E+00,7.44E-05,3.33E-08,1.39E-08,1.72E-08,1.63E-01
24253,COCC(C)(O*)C(=O)NC(C)COC(=O)*,1.34E+00,4.78E+02,1.90E+01,1.33E+00,4.35E-05,1.69E-08,8.78E-09,9.61E-09,1.33E-01
24254,COC(CN*)C(=O)NC(C)CNC(=O)*,1.45E+00,4.62E+02,1.70E+01,1.37E+00,6.44E-05,1.70E-08,1.10E-08,6.96E-09,2.35E-01
24255,COCC(=O)NC(C)(CO*)COC(=O)*,1.34E+00,4.64E+02,2.60E+01,1.39E+00,6.20E-05,1.99E-08,1.48E-08,1.02E-08,3.08E-01
24256,CN(CC(=O)O)CC(C)(CO*)COC(=O)*,1.47E+00,4.78E+02,2.60E+01,1.36E+00,3.68E-05,2.23E-08,1.65E-08,1.88E-08,2.08E-01
24257,C#CCCNCC(CO*)OC(=O)*,1.35E+00,4.30E+02,3.10E+01,1.30E+00,5.81E-05,3.52E-08,1.71E-08,1.47E-08,-1.55E-01
24258,CC(C)(OC(=O)*)C(=O)NOCCO*,1.40E+00,4.50E+02,1.70E+01,1.40E+00,4.24E-05,1.32E-08,5.36E-09,6.90E-09,2.82E-01
24259,CC(N*)C(=O)N(C)CCOCCOC(=O)*,1.49E+00,4.77E+02,1.40E+01,1.34E+00,5.57E-05,1.68E-08,8.94E-09,1.02E-08,7.91E-02
24260,O=C(*)OCC(CNCS(=O)(=O)O)O*,1.27E+00,4.72E+02,3.10E+01,1.62E+00,5.31E-05,1.89E-08,1.57E-08,1.23E-08,-1.91E-01
24261,CC(CCN(C)CC(C)OC(=O)*)O*,1.41E+00,4.48E+02,1.70E+01,1.20E+00,7.48E-05,4.38E-08,2.78E-08,3.70E-08,2.19E-01
24262,CC(CN*)(CSCC(N)=O)OC(=O)*,1.31E+00,4.65E+02,3.10E+01,1.46E+00,7.35E-05,2.11E-08,1.47E-08,9.83E-09,1.22E-01
24263,COC(=O)CNC(=O)C(CCNC(=O)*)N*,1.48E+00,4.76E+02,2.60E+01,1.46E+00,8.95E-05,1.58E-08,1.88E-08,1.01E-08,4.26E-01
24264,CCC(CN(C)C(C)(C)COC(=O)*)O*,1.44E+00,4.62E+02,1.90E+01,1.20E+00,2.44E-05,3.15E-08,1.68E-08,2.08E-08,-5.55E-01
24265,COC(CN*)C(=O)NCCNC(=O)*,1.41E+00,4.48E+02,1.70E+01,1.42E+00,3.27E-05,8.65E-09,3.69E-09,5.58E-09,1.34E-01
24266,CON(C)C(=O)C(N*)C(C)OC(=O)*,1.42E+00,4.49E+02,3.10E+01,1.37E+00,2.44E-05,1.33E-08,9.27E-09,8.80E-09,-8.70E-02
24267,COC(C)CNCC(CO*)OC(=O)*,1.41E+00,4.50E+02,3.10E+01,1.28E+00,7.37E-05,3.35E-08,1.92E-08,2.61E-08,1.98E-01
24268,CC(CNC(=O)*)CNC(=O)CN*,1.42E+00,4.32E+02,1.70E+01,1.37E+00,3.64E-05,1.06E-08,7.27E-09,6.13E-09,2.11E-01
24269,C=C(COC(=O)*)C(=O)NC(COC)CO*,1.36E+00,4.76E+02,1.70E+01,1.39E+00,8.11E-05,3.13E-08,7.63E-09,1.54E-08,2.45E-02
24270,COC(CN*)C(=O)NC(C)CCOC(=O)*,1.43E+00,4.77E+02,1.60E+01,1.33E+00,7.15E-05,1.88E-08,1.51E-08,1.20E-08,4.68E-01
24271,COC(=O)C(CNC(=O)COC(=O)*)O*,1.43E+00,4.64E+02,1.90E+01,1.52E+00,7.23E-05,1.97E-08,9.95E-09,7.39E-09,1.84E-01
24272,CCC(CNCC(CNC)OC(=O)*)O*,1.43E+00,4.63E+02,1.90E+01,1.24E+00,6.30E-05,3.18E-08,2.04E-08,2.24E-08,1.47E-01
24273,CCONC(=O)NC(CO*)COC(=O)*,1.34E+00,4.65E+02,2.60E+01,1.43E+00,3.59E-05,1.33E-08,6.98E-09,7.78E-09,1.46E-01
24274,COC(=O)C(CCO*)OC(=O)*,1.49E+00,4.21E+02,2.60E+01,1.44E+00,6.29E-05,2.77E-08,9.76E-09,1.33E-08,-2.63E-02
24275,CC(C)NC(=O)C(CO*)NC(=O)*,1.33E+00,4.33E+02,3.10E+01,1.35E+00,2.96E-05,1.07E-08,6.76E-09,4.67E-09,-1.54E-01
24276,CN(CC(N)=O)CC(CO*)OC(=O)*,1.42E+00,4.49E+02,3.10E+01,1.42E+00,1.39E-04,2.33E-08,2.72E-08,1.43E-08,4.29E-01
24277,CCC(OC)C(=O)NC(CO*)COC(=O)*,1.47E+00,4.78E+02,2.60E+01,1.36E+00,6.74E-05,2.56E-08,1.26E-08,1.28E-08,1.04E-01
24278,COC(=O)C(COC(=O)*)NC(=O)CO*,1.43E+00,4.64E+02,1.90E+01,1.52E+00,5.30E-05,1.40E-08,7.76E-09,9.40E-09,2.37E-01
24279,CC(COC(=O)*)NC(=O)C(C)O*,1.37E+00,4.34E+02,1.90E+01,1.37E+00,6.12E-05,2.34E-08,8.54E-09,1.03E-08,1.73E-01
24280,COCC(CO*)NCC(COC)OC(=O)*,1.49E+00,4.80E+02,1.90E+01,1.30E+00,6.24E-05,3.25E-08,1.31E-08,2.10E-08,7.41E-04
24281,C#CC(=O)NC(CO*)C(C)OC(=O)*,1.49E+00,4.44E+02,2.60E+01,1.42E+00,6.33E-05,2.03E-08,1.24E-08,9.21E-09,8.69E-02
24282,CN(CC(N)=O)CC(C)(CO*)COC(=O)*,1.47E+00,4.77E+02,2.60E+01,1.36E+00,6.95E-05,2.10E-08,1.18E-08,1.15E-08,2.36E-01
24283,CC(CNC(=O)COCCN*)NC(=O)*,1.46E+00,4.62E+02,1.40E+01,1.38E+00,1.26E-04,2.57E-08,2.40E-08,1.33E-08,4.18E-01
24284,CC(CNC(=O)*)(O*)C(F)(F)F,1.35E+00,4.30E+02,3.10E+01,1.57E+00,2.46E-05,1.40E-08,1.39E-08,7.69E-09,1.20E-01
24285,O=C(COC(=O)*)NCC(F)(F)CO*,1.49E+00,4.56E+02,1.70E+01,1.61E+00,6.83E-05,1.72E-08,8.05E-09,8.15E-09,1.96E-01
24286,CC(CO*)N(C)CCCCCOC(=O)*,1.46E+00,4.62E+02,1.40E+01,1.20E+00,1.17E-04,5.26E-08,4.43E-08,6.61E-08,3.04E-01
24287,CC(C)(OC(=O)*)C(F)(F)CN*,1.45E+00,4.26E+02,2.60E+01,1.45E+00,3.44E-05,1.44E-08,1.51E-08,9.22E-09,3.55E-01
24288,CNC(=O)C(=O)NCC(CO*)OC(=O)*,1.32E+00,4.63E+02,3.10E+01,1.50E+00,4.20E-05,1.52E-08,9.95E-09,6.89E-09,1.39E-01
24289,COCC(NC(=O)*)C(=O)NC(C)CCO*,1.50E+00,4.77E+02,1.70E+01,1.34E+00,4.95E-05,1.34E-08,1.55E-08,1.10E-08,4.87E-01
24290,CNC(=O)CCNC(CO*)COC(=O)*,1.35E+00,4.63E+02,2.60E+01,1.38E+00,8.51E-05,2.96E-08,1.09E-08,1.36E-08,1.84E-01
24291,N#CCCS(=O)(=O)CC(CO*)OC(=O)*,1.47E+00,4.80E+02,3.10E+01,1.58E+00,1.04E-04,2.10E-08,1.89E-08,1.07E-08,3.87E-01
24292,CC(C)NCC(=O)NCC(COC(=O)*)O*,1.49E+00,4.77E+02,3.10E+01,1.33E+00,6.02E-05,2.28E-08,1.82E-08,1.27E-08,1.52E-01
24293,COCC(C)(O*)C(=O)NOCCOC(=O)*,1.48E+00,4.80E+02,1.70E+01,1.41E+00,8.87E-05,3.05E-08,1.62E-08,1.40E-08,6.62E-02
24294,NS(=O)(=O)CCNCC(COC(=O)*)O*,1.43E+00,4.85E+02,3.10E+01,1.56E+00,4.74E-05,1.46E-08,1.69E-08,1.15E-08,3.12E-01
24295,CC(C)(CO*)C(C)(C)NC(=O)*,1.35E+00,4.18E+02,2.60E+01,1.21E+00,3.53E-05,2.27E-08,1.58E-08,9.32E-09,-9.91E-02
24296,CCC(N*)C(OC(=O)*)C(F)(F)F,1.46E+00,4.44E+02,3.10E+01,1.51E+00,2.28E-05,2.25E-08,1.08E-08,1.51E-08,-3.11E-01
24297,COC(=O)C(CNC(=O)C(C)OC(=O)*)O*,1.34E+00,4.78E+02,1.90E+01,1.44E+00,4.18E-05,1.22E-08,1.01E-08,7.89E-09,2.53E-01
24298,CC(C#N)C(=O)NC(CO*)COC(=O)*,1.38E+00,4.59E+02,2.60E+01,1.43E+00,3.75E-05,1.34E-08,7.11E-09,7.74E-09,1.33E-01
24299,NC(=O)CCC(=O)NC(CO*)COC(=O)*,1.47E+00,4.77E+02,2.60E+01,1.50E+00,8.24E-05,1.74E-08,1.50E-08,8.87E-09,3.91E-01
24300,CC(C)(CCNC(=O)*)O*,1.48E+00,3.90E+02,2.60E+01,1.27E+00,4.30E-05,1.61E-08,1.54E-08,9.92E-09,1.88E-01
24301,CCC(O*)OC(CC)OC(=O)*,1.49E+00,4.21E+02,2.60E+01,1.32E+00,7.90E-05,3.29E-08,2.00E-08,2.11E-08,-8.91E-02
24302,COC(=O)C(NC(=O)CNC(=O)*)C(C)O*,1.34E+00,4.77E+02,1.90E+01,1.43E+00,5.62E-05,1.56E-08,1.90E-08,6.69E-09,4.00E-01
24303,O=C(*)OCCC(N*)C(F)(F)F,1.41E+00,4.30E+02,2.60E+01,1.56E+00,3.34E-05,1.97E-08,1.34E-08,7.77E-09,-1.10E-01
